title,location,summary_review,review_score,movie_score,genre
Gunday,"Dhaka, Bangladesh",gunday : manipulating bangladesh 's liberation war history ( boycott this movie ) ) ,1,2,Action
Gunday,UNKNOWN,utter rubbish ,1,2,Action
Gunday,Chittagong,i be upset of this movie ,1,2,Action
Gunday,England,wrong history portray ,1,2,Action
Gunday,Bangladesh,"i strongly protest---- "" gunday -movie "" ",1,2,Action
Gunday,"Rajshahi, Bangladesh",falsify about the history about the victory of bangladesh ,1,2,Action
Gunday,UNKNOWN,the movie have humiliate the true history of independence war of bangladesh ,1,2,Action
Gunday,Khulna,manipulate the history of 1971 ,1,2,Action
Gunday,Bangladesh,bad movie ,1,2,Action
Gunday,"Dhaka, Bangladesh",change the history of bangladesh ,2,2,Action
Gunday,United Kingdom,start disaster in bangladesh ,1,2,Action
Gunday,Dhaka,bogus movie with awry story!humiliat bangladesh & bangladeshi 's ,2,2,Action
Gunday,dHAKA,manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,Bangladesh,i do not like ,1,2,Action
Gunday,United Arab Emirates,an average movie over - hype to the point it be a letdown ,5,2,Action
Gunday,UNKNOWN,even if the historical error be ignored..the movie be complete bullshit ,2,2,Action
Gunday,"chittagong, Bangladesh",i strongly protest as a bangladeshi ,1,2,Action
Gunday,"new york, USA",a movie which insult a nation ,2,2,Action
Gunday,London,bogus film ,1,2,Action
Gunday,United States,it ' a day dream of the director and writer ,1,2,Action
Gunday,UNKNOWN,u simply can not change the history ,1,2,Action
Gunday,Bangladesh,disrespect to bangladesh disrespect to history ,1,2,Action
Gunday,"Milwaukee, Wisconsin",war between india and pakistan happen on 1971 seriously be you crazy ,1,2,Action
Gunday,Bangladesh,do not mess with the tiger ,1,2,Action
Gunday,Bangladesh,dumb - as indian ,1,2,Action
Gunday,Dhaka,a message for son of khanki and vegetable prostitute ,1,2,Action
Gunday,UNKNOWN,history distortion happen in this movie ,1,2,Action
Gunday,"Dhaka, Bangladesh",protest ,1,2,Action
Gunday,Dhaka,gunday : manipulating bangladesh 's liberation war history ,1,2,Action
Gunday,Dhaka,protest as a bangladeshi ,1,2,Action
Gunday,Bangladesh,gunday manipulate the history of a nation ,1,2,Action
Gunday,Italy,director show a stupid mentality here ,1,2,Action
Gunday,Malaysia,this be unexpected and wrong informative movie ,1,2,Action
Gunday,Bangladesh,nobody have any right to change the history of bangladesh shame on you guy ,1,2,Action
Gunday,dhaka,protest against the proper manipulation of a country 's birth history ,2,2,Action
Gunday,UNKNOWN,the most offensive movie which manipulate our liberation war history ,1,2,Action
Gunday,Bangladesh,one of the most offensive historic absurdity and abomination ,1,2,Action
Gunday,dhaka,protest this movie ,2,2,Action
Gunday,Bangladesh,manipulation of the history of our great liberation war ,1,2,Action
Gunday,UNKNOWN,this be an abomination ,1,2,Action
Gunday,Bangladesh,protest about the story in gunday ,1,2,Action
Gunday,Dhaka,this gunday movie contain historical lie ,2,2,Action
Gunday,UNKNOWN,this be one of those most severe film you can sturdy process which be complete of traditionally unsuitable incorrect and foolish event ,1,2,Action
Gunday,Bangladesh,worst movie with false history shame on yashraj film ,1,2,Action
Gunday,"Dhaka, Bangladesh",the worsest movie ,1,2,Action
Gunday,edmonton canada,full of false information ,1,2,Action
Gunday,Bangladesh,bad movie ever with the twisted history of three neighbour country ,2,2,Action
Gunday,United States,legendary ,10,2,Action
Gunday,Pakistan,people tend to choose love over friendship but it all depend on the bond between love and friendship ,10,2,Action
Gunday,USA,wow how can people judge a fictional movie base on one thing top 5 movie of this year by far ,10,2,Action
Gunday,Bangladesh,wake up shitty indian .. .... stop lie ... .... ,1,2,Action
Gunday,Delhi,bangladeshi 's : do you have internet ,7,2,Action
Gunday,United Kingdom,put aside the factual inaccuracy - the film be excellent ,10,2,Action
Gunday,United States,kolkatta tag team ,8,2,Action
Gunday,India,probably the bad ,1,2,Action
Gunday,India,it be really a good try ,10,2,Action
Gunday,Nepal,a stale story served in a garnished plate .... ,4,2,Action
Gunday,Bangladesh,fully waste of time and irrelevant story ,1,2,Action
Gunday,hyderabad,bad and pathetic movie ,1,2,Action
Gunday,"Delhi, India",nothing special at all ,2,2,Action
Gunday,"Dhaka, Bangladesh",why this film be under rat ,1,2,Action
Gunday,UNKNOWN,disappoint .. watch it if you like ranveer ,4,2,Action
Gunday,chennai,gunday ( u/a ) hindi ------------ my rating : ★★★★ entertainer ,8,2,Action
Gunday,Turkey,not bad movie ,5,2,Action
Gunday,"London, Somalia",the best movie ever ,1,2,Action
Gunday,"Bradenton, Florida",could the movie be that bad ,3,2,Action
Gunday,United States,better than the rating say ,4,2,Action
Gunday,India,mediocre and over rat ,3,2,Action
Gunday,India,out of the box ... .mean 0/10 ,1,2,Action
Gunday,UNKNOWN,bad film i ever see ,1,2,Action
Gunday,toronto,the 70 's call .... .... .... they want their movie back ,2,2,Action
Gunday,India,treat for masala - lover ,9,2,Action
Gunday,UNKNOWN,ignore the lack of historical accuracy ( as it be fiction ) it be not really a bad movie ,7,2,Action
Gunday,India,gunday be about bromance and not the liberation war of bangladesh ,6,2,Action
Gunday,"Pune, India",manipulate history of the liberation war of bangladesh fail attempt ,2,2,Action
Gunday,India,all style zero substance inept outcome ,2,2,Action
Gunday,UNKNOWN,there be nothing to like in gunday ,2,2,Action
Gunday,Bangladesh,manipulate the history ,1,2,Action
Gunday,"Dhaka, Bangladesh",bangladesh condemn gunday ,1,2,Action
Gunday,Bangladesh,it should be ban because of change the freedom history of bangladesh ,1,2,Action
Gunday,"Khulna, Bangladesh",gunday be the bad movie of history ,1,2,Action
Gunday,"Dhaka, Bangladesh",this film be nothing but a stupid story ,1,2,Action
Gunday,United States,i hate this movie ,1,2,Action
Gunday,Bangladesh,"a so call "" fiction "" from nowhere ",1,2,Action
Gunday,"London, England",disgusting despicable derogatory ,1,2,Action
Gunday,"London, England",this be one of the most disgusting strategy to gain money i have see thus far ,1,2,Action
Gunday,Dhaka,poor dumb as yashrajfilms better start sell pinup magazine on the street - i mean it ,1,2,Action
Gunday,Bangladesh,shameless yash raj fil manipulator of history ,1,2,Action
Gunday,UNKNOWN,i strongly protest as a bangladeshi ,1,2,Action
Gunday,"Dhaka, Bangladesh",history wrongly depict ,1,2,Action
Gunday,UNKNOWN,please do not mess up the glorious history of bangladesh ,1,2,Action
Gunday,Bangladesh,what a shame for bollywood filmmaker ,2,2,Action
Gunday,"Dhaka, Bangladesh",bad creation from a big production like yash raj film ,1,2,Action
Gunday,London,bad decision ,2,2,Action
Gunday,London,a movie which should be ban ,1,2,Action
Gunday,London,total misrepresentation of the war in 1971 ,1,2,Action
Gunday,UNKNOWN,distortion of a nation history ... ,1,2,Action
Gunday,India,how how how this movie be become so famous ,1,2,Action
Gunday,BANGLADESH,stupid movie ,2,2,Action
Gunday,Dhaka,it ' a mispronunciation of our history i strongly protest as a bangladeshi ,1,2,Action
Gunday,UNKNOWN,indian filmmaker should have a history lesson before attempt such crap ,1,2,Action
Gunday,"Dhaka, Bangladesh",manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,Dhaka,""" gunday "" the bad movie ever ",1,2,Action
Gunday,UNKNOWN,this movie show wrong thing and give wrong information about pakistan - bangladesh war in 1971 ,1,2,Action
Gunday,Bangladesh,"a lame,overtold story with a false retelling of a very sensitive history ",1,2,Action
Gunday,"Kuala Lumpur, Malaysia",do not play with bangladeshi 's war history ,1,2,Action
Gunday,UNKNOWN,poor rating ,1,2,Action
Gunday,Dhaka Bangladesh,pakistan&india 's 3rd war ,1,2,Action
Gunday,Bangladesh,tweak the history of bangladesh liberation war ,1,2,Action
Gunday,Bangladesh,disappoint storyline ,1,2,Action
Gunday,cuet,wrong information about bangladesh liberation war ,1,2,Action
Gunday,UNKNOWN,say apology mr. adi ,1,2,Action
Gunday,London,what would you say if warner bros make a movie say churchil kill jew and cause the holocaust or   u be ally of nazi in the ww2 ,1,2,Action
Gunday,atlanta,utterly disgust ,1,2,Action
Gunday,Dhaka,the theme of the film be against the spirit of bangladesh and i strongly condemn this ,1,2,Action
Gunday,UNKNOWN,request to correct the history ,2,2,Action
Gunday,JU. Savar.,gunday : intentionally show disrespect to the martyr of independent war of bangladesh and pollute our history ,1,2,Action
Gunday,Bangladesh,disgust movie ,1,2,Action
Gunday,"Dhaka, Bangladesh",the first hilarious movie from yrf banner ,1,2,Action
Gunday,Bangladesh,foul indian movie ever ,1,2,Action
Gunday,Bangladesh,manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,"Dhaka, Bangladesh",one of the top historical movie mistake ,1,2,Action
Gunday,"Dhaka, Bangladesh",the most dumbass movie of the universe -_- ,1,2,Action
Gunday,"dhaka, bangladesh",guday be a rubbish film i ever see ,1,2,Action
Gunday,Bangladesh,note but an idiotic story ,1,2,Action
Gunday,Dhaka,review of the film gunday ,2,2,Action
Gunday,Sylhet Bangladesh,true history be change in the movie ,2,2,Action
Gunday,bangladesh,it disrespect our history ,1,2,Action
Gunday,Canada,historically inappropriate inaccurate and dumb event ,1,2,Action
Gunday,Australia,i highly protest to yash raj film to misrepresent bangladeshi liberation war 's histry ,1,2,Action
Gunday,"Bangladesh, Dhaka",absolutely repulsive ,1,2,Action
Gunday,"Dhaka, Bangladesh",gunday ,1,2,Action
Gunday,united states,re shoot the film ,1,2,Action
Gunday,"Punjab, India",i strongly protest as a bangladeshi ,1,2,Action
Gunday,"London, England",shame for bollywood ,1,2,Action
Gunday,india,wrong imformation about bangladesh history .. ,2,2,Action
Gunday,Bangladesh,actually this movie present the history of bangladesh 's liberal war in wrong direction which be very much annoying to all bangladeshi ,1,2,Action
Gunday,United Kingdom,awful movie ,1,2,Action
Gunday,Bangladesh,wrong information and baseless movie ,1,2,Action
Gunday,dhaka,stop change history ,1,2,Action
Gunday,Dhaka,disappoint   & unacceptable ,1,2,Action
Gunday,UNKNOWN,falsehood ,1,2,Action
Gunday,"London, England",disrespectful should do apologize to bangladesh ,1,2,Action
Gunday,Bangladesh,always mind it ... .... ,1,2,Action
Gunday,Farmgate,very hypocritical movie ,1,2,Action
Gunday,"Toronto, Canada",distortion of war history make this film- the bad ,1,2,Action
Gunday,Bangladesh,mistry film ,1,2,Action
Gunday,Bangladesh,meaningless and totally false story of the liberation war of bangladesh ,2,2,Action
Gunday,Canada,shitty movie ,1,2,Action
Gunday,UNKNOWN,the bad movie without have the fact ,1,2,Action
Gunday,dhaka,total mess with wrong history info ,1,2,Action
Gunday,UNKNOWN,one of the bad movie ever ,1,2,Action
Gunday,london,unexpected lie ,2,2,Action
Gunday,london,purely alter the history of liberation war in bangladesh 1971 dumb producer .. ,1,2,Action
Gunday,BUET,shame on you yash raj film ,1,2,Action
Gunday,Bangladesh,manipulate bangladesh 's liberation war history - bogus ,1,2,Action
Gunday,dhaka,bad movie one can ever make ,2,2,Action
Gunday,Sylhet,gunday?!!!- unday(the - egg ) should be a   better name .. :d ,1,2,Action
Gunday,"Dhaka, Bangladesh",worst movie for its storyline .. ,2,2,Action
Gunday,"muscat, oman",one of worst film what i ever see ,1,2,Action
Gunday,new york,bad movie ever ,1,2,Action
Gunday,"Dhaka, Bangladesh.",not the true story of the history ,1,2,Action
Gunday,Dhaka,really you think you can use history to neglect others ,1,2,Action
Gunday,"Dhaka, Bangladesh",hate speech ,1,2,Action
Gunday,USA,joke of the bangladeshi liberation war ,2,2,Action
Gunday,Bangladesh,movie or an insult ,1,2,Action
Gunday,United Kingdom,i would rather watch paint dry ,1,2,Action
Gunday,Bangladesh,fake movie ... rate it just 1 ,1,2,Action
Gunday,Bangladesh,stupid ,1,2,Action
Gunday,Dhaka,foolish and disgusting movie ,1,2,Action
Gunday,dhaka,disgust movie ,2,2,Action
Gunday,"Dhaka, Bangladesh",history of bangladesh liberation war misinterpret ,1,2,Action
Gunday,"Dhaka, Bangladesh",get it right ,1,2,Action
Gunday,Bangladesh,gunday ; lie about bangladesh ,1,2,Action
Gunday,Bangladesh,protest against the story line of gunday ,1,2,Action
Gunday,"Dhaka, Bangladesh",this movie make hurt ,1,2,Action
Gunday,United Kingdom,awe full story line ,1,2,Action
Gunday,Bangladesh,history be distort in this film ,1,2,Action
Gunday,Singapore,we should definitely reject anything that dishonor our history ,1,2,Action
Gunday,UNKNOWN,manipulation of history of bangladesh ,1,2,Action
Gunday,"Dhaka, Bangladesh",a great insult to all bangladeshi people ,1,2,Action
Gunday,Dhaka,they disgrace themselves by make this   movie ,2,2,Action
Gunday,Dhaka,slander the historic 1971 liberation war beyond bare maximum ,1,2,Action
Gunday,"Dhaka, Bangladesh",such a horrible movie ,1,2,Action
Gunday,"Dhaka, Bangladesh",change the controversial part ,1,2,Action
Gunday,BANGLADESH,manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,Bangladesh,manipulation of bangladeshi history ,1,2,Action
Gunday,Bangladesh,awfully misguiding better learn history first ,1,2,Action
Gunday,"Dhaka, Bangladesh",wrongly present the history of bangladesh 's liberation war ,1,2,Action
Gunday,US,bad movie ever create ,1,2,Action
Gunday,DHAKA,disgust movie in the world ,1,2,Action
Gunday,Bangladesh,not so much respectful ... ,1,2,Action
Gunday,Bangladesh,fake history ... ...waste of time ,1,2,Action
Gunday,"Dhaka, Bangladesh",manipulate the liberation war history of bangladesh ,1,2,Action
Gunday,Chittagong,india you can not change our history ... ,1,2,Action
Gunday,"Eastham, Kondon",misrepresentation of our history ,1,2,Action
Gunday,Bangladesh,wanna waste your 2 1/2 hour go ahead ,1,2,Action
Gunday,Bangladesh,this movie tell lie about bangladesh liberation war history ,1,2,Action
Gunday,Bangladesh,that be our liberation war not a war between india and pakistan ,1,2,Action
Gunday,UNKNOWN,this movie should be ban consider the case that at this movie they have alter the history of bangladesh liberation ,1,2,Action
Gunday,UNKNOWN,degradation of 1971 's war for freedom of banglalidesh and be full of laughable wrong information ,1,2,Action
Gunday,Bangladesh,misunderstand ,1,2,Action
Gunday,Banasree,""" if the blood be the price of independence then bangladesh have pay the highest price in the history ""  london time ",1,2,Action
Gunday,"Dhaka, Bangladesh",a film start with a shameless lie ,1,2,Action
Gunday,Bangladesh,worst one ,1,2,Action
Gunday,United Kingdom,rubbish story ,1,2,Action
Gunday,"Toronto, Canada",disgrace to yash raj film   history ,1,2,Action
Gunday,Japan,poor   script ,2,2,Action
Gunday,Bangladesh,history ,2,2,Action
Gunday,"Chittagong, Bangladesh",how about respect the others ,1,2,Action
Gunday,Bangladesh,bad movie of the history ,1,2,Action
Gunday,"Dhaka, Bangladesh",history have be rap ,1,2,Action
Gunday,UNKNOWN,this movie be full of wrong message ,1,2,Action
